城市,名称,上牌时间,品牌,表显里程,排量,变速箱,原价,售价,排放标准,过户次数,使用性质,产权性质,看车方式,异常点,车长/宽/高,轴距,行李箱容积,整备质量,进气形式,气缸数,最大马力,最大扭矩,燃料类型,燃油标号,供油方式,驱动方式,助力类型,前悬挂类型,后悬挂类型,前制动类型,后制动类型,驱车制动类型,前轮胎规格,后轮胎规格,abs,esp,定速巡航,gps,倒车雷达,倒车影像系统
无锡,大众 速腾 2015款 230TSI 自动豪华型,2015,大众,7.74万公里,1.4T,自动,18.54万,9.60万,国五,2次过户,非运营使用性质,私户产权性质,到店服务看车方式,13,4655/1780/1453,2651,510,1380,涡轮增压,4缸,131,225,汽油,95号,直喷,前置前驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,手刹,205/55 R16,205/55 R16,标配,标配,标配,标配,标配,标配
连云,现代 悦动 2010款 1.6L AT GLS,2010,现代,10.38万公里,1.6L,自动,13.00万,2.80万,国四,2次过户,非运营使用性质,私户产权性质,到店服务看车方式,31,4542/1775/1490,2650,475,1279,自然吸气,4缸,123,155,汽油,92号,多点电喷,前置前驱,机械液压助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,手刹,195/65 R15,195/65 R15,标配,-,-,标配,-,-
连云,现代 悦动 2010款 1.6L AT GLS,2010,现代,10.38万公里,1.6L,自动,13.00万,2.80万,国四,2次过户,非运营使用性质,私户产权性质,到店服务看车方式,31,4542/1775/1490,2650,475,1279,自然吸气,4缸,123,155,汽油,92号,多点电喷,前置前驱,机械液压助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,手刹,195/65 R15,195/65 R15,标配,-,-,标配,-,-
连云,现代 悦动 2010款 1.6L AT GLS,2010,现代,10.38万公里,1.6L,自动,13.00万,2.80万,国四,2次过户,非运营使用性质,私户产权性质,到店服务看车方式,31,4542/1775/1490,2650,475,1279,自然吸气,4缸,123,155,汽油,92号,多点电喷,前置前驱,机械液压助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,手刹,195/65 R15,195/65 R15,标配,-,-,标配,-,-
武汉,宝马X1 2012款 sDrive18i 豪华型,2012,宝马X1,16.02万公里,2.0L,自动,34.63万,9.28万,国四,2次过户,非运营使用性质,私户产权性质,到店服务看车方式,46,4469/1798/1583,2760,-,1560,自然吸气,4缸,150,200,汽油,95号,多点电喷,前置后驱,机械液压助力,双球节弹簧减振支柱前桥,五连杆独立悬架,通风盘式,通风盘式,手刹,225/50 R17,225/50 R17,标配,标配,标配,标配,标配,-
武汉,奥迪A4L 2015款 35 TFSI 自动舒适型,2015,奥迪A4L,6.97万公里,2.0T,自动,36.14万,16.98万,国五,1次过户,非运营使用性质,私户产权性质,到店服务看车方式,19,4761/1826/1439,2869,480,1600,涡轮增压,4缸,180,320,汽油,95号,混合喷射,前置前驱,电动助力,五连杆式独立悬架,梯形连杆式独立悬架,通风盘式,盘式,电子驻车,225/50 R17,225/50 R17,标配,标配,标配,标配,标配,选配
武汉,路虎 神行者2 2010款 3.2 i6 自动HSE汽油版(进口),2010,路虎,12.14万公里,3.2L,自动,70.34万,10.50万,国三,4次过户,非运营使用性质,私户产权性质,到店服务看车方式,52,4500/2005/1765,2660,755-1670,1770,自然吸气,6缸,233,317,汽油,95号,多点电喷,前置四驱,机械液压助力,麦弗逊式独立悬架,麦弗逊式独立悬架,通风盘式,通风盘式,手刹,235/60 R18,235/60 R18,标配,标配,标配,标配,标配,-
武汉,本田 雅阁 2016款 混动 2.0L 锐酷版,2016,本田,5.21万公里,2.0L,自动,26.03万,17.30万,国五,1次过户,非运营使用性质,公转私产权性质,到店服务看车方式,33,4915/1845/1470,2775,399,1640,自然吸气,4缸,146,175,油电混合,92号,多点电喷,前置前驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,电子驻车,225/50 R17,225/50 R17,标配,标配,标配,标配,标配,标配
武汉,宝马3系GT 2014款 328i xDrive 设计套装型(进口),2014,宝马3系GT,9.23万公里,2.0T,自动,60.03万,24.58万,国四,0次过户,非运营使用性质,私户产权性质,到店服务看车方式,22,4824/1828/1518,2921,-,-,涡轮增压,4缸,245,350,汽油,95号,直喷,前置四驱,电动助力,双球节弹簧减振支柱前桥,多连杆独立悬架,通风盘式,通风盘式,手刹,225/50 R18,225/50 R18,标配,标配,标配,标配,标配,选配
武汉,宝马3系GT 2014款 328i xDrive 设计套装型(进口),2014,宝马3系GT,9.23万公里,2.0T,自动,60.03万,24.58万,国四,0次过户,非运营使用性质,私户产权性质,到店服务看车方式,22,4824/1828/1518,2921,-,-,涡轮增压,4缸,245,350,汽油,95号,直喷,前置四驱,电动助力,双球节弹簧减振支柱前桥,多连杆独立悬架,通风盘式,通风盘式,手刹,225/50 R18,225/50 R18,标配,标配,标配,标配,标配,选配
武汉,本田 INSPIRE 2019款 260TURBO 精悦版 国V,2019,本田,5.05万公里,1.5T,自动,22.77万,17.48万,国五,1次过户,非运营使用性质,私户产权性质,到店服务看车方式,15,4910/1862/1450,2830,-,1516,涡轮增压,4缸,194,260,汽油,92号,直喷,前置前驱,电动助力,麦弗逊式独立悬架,多连杆式独立悬架,通风盘式,盘式,电子驻车,225/50 R17,225/50 R17,标配,标配,-,标配,标配,标配
武汉,本田 INSPIRE 2019款 260TURBO 精悦版 国V,2019,本田,5.05万公里,1.5T,自动,22.77万,17.48万,国五,1次过户,非运营使用性质,私户产权性质,到店服务看车方式,15,4910/1862/1450,2830,-,1516,涡轮增压,4缸,194,260,汽油,92号,直喷,前置前驱,电动助力,麦弗逊式独立悬架,多连杆式独立悬架,通风盘式,盘式,电子驻车,225/50 R17,225/50 R17,标配,标配,-,标配,标配,标配
武汉,路虎 揽胜运动版 2019款 3.0 V6 特别版(进口),2019,路虎,3.28万公里,3.0T,自动,98.21万,77.80万,国五,3次过户,非运营使用性质,私户产权性质,到店服务看车方式,10,4879/2073/1780,2923,780-1686,2380,机械增压,6缸,340,450,汽油,95号,直喷,前置四驱,电动助力,双叉臂式独立悬架,多连杆式独立悬架,通风盘式,通风盘式,电子驻车,235/65 R19,235/65 R19,标配,标配,标配,标配,标配,选配
武汉,别克 威朗 2015款 三厢 15S 自动进取型,2015,别克,6.31万公里,1.5L,自动,15.95万,7.06万,国四,0次过户,非运营使用性质,私户产权性质,到店服务看车方式,30,4718/1802/1466,2700,460,1295,自然吸气,4缸,118,146,汽油,92号,直喷,前置前驱,电动助力,麦弗逊式独立悬架,后扭杆梁+瓦特连杆非独立悬架,通风盘式,盘式,电子驻车,205/55 R16,205/55 R16,标配,标配,-,标配,标配,-
武汉,别克 威朗 2015款 三厢 15S 自动进取型,2015,别克,6.31万公里,1.5L,自动,15.95万,7.06万,国四,0次过户,非运营使用性质,私户产权性质,到店服务看车方式,30,4718/1802/1466,2700,460,1295,自然吸气,4缸,118,146,汽油,92号,直喷,前置前驱,电动助力,麦弗逊式独立悬架,后扭杆梁+瓦特连杆非独立悬架,通风盘式,盘式,电子驻车,205/55 R16,205/55 R16,标配,标配,-,标配,标配,-
武汉,别克 威朗 2015款 三厢 15S 自动进取型,2015,别克,6.31万公里,1.5L,自动,15.95万,7.06万,国四,0次过户,非运营使用性质,私户产权性质,到店服务看车方式,30,4718/1802/1466,2700,460,1295,自然吸气,4缸,118,146,汽油,92号,直喷,前置前驱,电动助力,麦弗逊式独立悬架,后扭杆梁+瓦特连杆非独立悬架,通风盘式,盘式,电子驻车,205/55 R16,205/55 R16,标配,标配,-,标配,标配,-
武汉,款 1.6L COOPER Fun,未知年份,款,12.87万公里,1.6L,自动,31.37万,9.98万,国四,2次过户,非运营使用性质,私户产权性质,到店服务看车方式,36,3961/1683/1448,2547,260-930,1250,自然吸气,4缸,120,160,汽油,92号,多点电喷,前置前驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,手刹,195/55 R16,195/55 R16,标配,标配,标配,标配,标配,选配
武汉,福特 嘉年华 2013款 两厢 1.5L 自动时尚型,2013,福特,7.36万公里,1.5L,自动,10.74万,4.22万,国五,1次过户,非运营使用性质,私户产权性质,到店服务看车方式,47,3970/1722/1470,2495,270,1115,自然吸气,4缸,110,140,汽油,92号,多点电喷,前置前驱,电动助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,鼓式,手刹,185/55 R15,185/55 R15,标配,标配,-,标配,-,-
武汉,福特 嘉年华 2013款 两厢 1.5L 自动时尚型,2013,福特,7.36万公里,1.5L,自动,10.74万,4.22万,国五,1次过户,非运营使用性质,私户产权性质,到店服务看车方式,47,3970/1722/1470,2495,270,1115,自然吸气,4缸,110,140,汽油,92号,多点电喷,前置前驱,电动助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,鼓式,手刹,185/55 R15,185/55 R15,标配,标配,-,标配,-,-
武汉,大众 高尔夫 2016款 230TSI 自动豪华型,2016,大众,7.05万公里,1.4T,自动,18.01万,11.00万,国五,1次过户,非运营使用性质,私户产权性质,到店服务看车方式,24,4255/1799/1452,2637,380,1280,涡轮增压,4缸,131,225,汽油,95号,直喷,前置前驱,电动助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,电子驻车,205/55 R16,205/55 R16,标配,标配,标配,标配,标配,标配
武汉,丰田 威驰 2017款 1.5L CVT创行版,2017,丰田,8.12万公里,1.5L,自动,9.53万,6.80万,国五,0次过户,非运营使用性质,私户产权性质,到店服务看车方式,12,4420/1700/1490,2550,-,1090,自然吸气,4缸,107,140,汽油,92号,多点电喷,前置前驱,电动助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,鼓式,手刹,185/60 R15,185/60 R15,标配,标配,-,标配,标配,-
武汉,丰田 威驰 2017款 1.5L CVT创行版,2017,丰田,8.12万公里,1.5L,自动,9.53万,6.80万,国五,0次过户,非运营使用性质,私户产权性质,到店服务看车方式,12,4420/1700/1490,2550,-,1090,自然吸气,4缸,107,140,汽油,92号,多点电喷,前置前驱,电动助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,鼓式,手刹,185/60 R15,185/60 R15,标配,标配,-,标配,标配,-
武汉,款 1.5T COOPER Fun,未知年份,款,4.71万公里,1.5T,自动,27.68万,14.50万,国四,0次过户,非运营使用性质,私户产权性质,到店服务看车方式,21,3832/1727/1450,2495,211,1240,涡轮增压,3缸,136,220,汽油,95号,直喷,前置前驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,手刹,195/55 R16,195/55 R16,标配,标配,标配,标配,标配,选配
武汉,本田 雅阁 2018款 260TURBO 精英版 国V,2018,本田,4.08万公里,1.5T,自动,20.60万,16.28万,国五,1次过户,非运营使用性质,私户产权性质,到店服务看车方式,27,4893/1862/1449,2830,-,1485,涡轮增压,4缸,194,260,汽油,92号,直喷,前置前驱,电动助力,麦弗逊式独立悬架,多连杆式独立悬架,通风盘式,盘式,电子驻车,225/50 R17,225/50 R17,标配,标配,标配,标配,标配,-
武汉,本田 雅阁 2018款 260TURBO 精英版 国V,2018,本田,4.08万公里,1.5T,自动,20.60万,16.28万,国五,1次过户,非运营使用性质,私户产权性质,到店服务看车方式,27,4893/1862/1449,2830,-,1485,涡轮增压,4缸,194,260,汽油,92号,直喷,前置前驱,电动助力,麦弗逊式独立悬架,多连杆式独立悬架,通风盘式,盘式,电子驻车,225/50 R17,225/50 R17,标配,标配,标配,标配,标配,-
武汉,本田 雅阁 2018款 260TURBO 精英版 国V,2018,本田,4.08万公里,1.5T,自动,20.60万,16.28万,国五,1次过户,非运营使用性质,私户产权性质,到店服务看车方式,27,4893/1862/1449,2830,-,1485,涡轮增压,4缸,194,260,汽油,92号,直喷,前置前驱,电动助力,麦弗逊式独立悬架,多连杆式独立悬架,通风盘式,盘式,电子驻车,225/50 R17,225/50 R17,标配,标配,标配,标配,标配,-
武汉,大众 高尔夫 2015款 1.4TSI 舒适旅行版(进口),2015,大众,5.56万公里,1.4T,自动,25.05万,11.98万,国五,1次过户,非运营使用性质,私户产权性质,到店服务看车方式,18,4562/1799/1476,2635,605-1620,1388,涡轮增压,4缸,125,225,汽油,95号,直喷,前置前驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,电子驻车,205/55 R16,205/55 R16,标配,标配,标配,标配,标配,-
武汉,大众 高尔夫 2015款 1.4TSI 舒适旅行版(进口),2015,大众,5.56万公里,1.4T,自动,25.05万,11.98万,国五,1次过户,非运营使用性质,私户产权性质,到店服务看车方式,18,4562/1799/1476,2635,605-1620,1388,涡轮增压,4缸,125,225,汽油,95号,直喷,前置前驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,电子驻车,205/55 R16,205/55 R16,标配,标配,标配,标配,标配,-
武汉,奥迪A7 2016款 50 TFSI quattro 舒适型(进口),2016,奥迪A7,1.14万公里,3.0T,自动,88.79万,51.98万,国五,1次过户,非运营使用性质,私户产权性质,到店服务看车方式,5,4982/1911/1412,2923,535-1390,1980,机械增压,6缸,333,440,汽油,95号,混合喷射,前置四驱,电动助力,轻质四连杆式独立悬架,梯形连杆式独立悬架,通风盘式,通风盘式,电子驻车,255/40 R19,255/40 R19,标配,标配,标配,标配,标配,标配
武汉,奥迪A7 2016款 50 TFSI quattro 舒适型(进口),2016,奥迪A7,1.14万公里,3.0T,自动,88.79万,51.98万,国五,1次过户,非运营使用性质,私户产权性质,到店服务看车方式,5,4982/1911/1412,2923,535-1390,1980,机械增压,6缸,333,440,汽油,95号,混合喷射,前置四驱,电动助力,轻质四连杆式独立悬架,梯形连杆式独立悬架,通风盘式,通风盘式,电子驻车,255/40 R19,255/40 R19,标配,标配,标配,标配,标配,标配
武汉,奥迪A7 2016款 50 TFSI quattro 舒适型(进口),2016,奥迪A7,1.14万公里,3.0T,自动,88.79万,51.98万,国五,1次过户,非运营使用性质,私户产权性质,到店服务看车方式,5,4982/1911/1412,2923,535-1390,1980,机械增压,6缸,333,440,汽油,95号,混合喷射,前置四驱,电动助力,轻质四连杆式独立悬架,梯形连杆式独立悬架,通风盘式,通风盘式,电子驻车,255/40 R19,255/40 R19,标配,标配,标配,标配,标配,标配
武汉,奥迪A7 2016款 50 TFSI quattro 舒适型(进口),2016,奥迪A7,1.14万公里,3.0T,自动,88.79万,51.98万,国五,1次过户,非运营使用性质,私户产权性质,到店服务看车方式,5,4982/1911/1412,2923,535-1390,1980,机械增压,6缸,333,440,汽油,95号,混合喷射,前置四驱,电动助力,轻质四连杆式独立悬架,梯形连杆式独立悬架,通风盘式,通风盘式,电子驻车,255/40 R19,255/40 R19,标配,标配,标配,标配,标配,标配
武汉,奥迪A7 2016款 50 TFSI quattro 舒适型(进口),2016,奥迪A7,1.14万公里,3.0T,自动,88.79万,51.98万,国五,1次过户,非运营使用性质,私户产权性质,到店服务看车方式,5,4982/1911/1412,2923,535-1390,1980,机械增压,6缸,333,440,汽油,95号,混合喷射,前置四驱,电动助力,轻质四连杆式独立悬架,梯形连杆式独立悬架,通风盘式,通风盘式,电子驻车,255/40 R19,255/40 R19,标配,标配,标配,标配,标配,标配
武汉,奥迪A7 2016款 50 TFSI quattro 舒适型(进口),2016,奥迪A7,1.14万公里,3.0T,自动,88.79万,51.98万,国五,1次过户,非运营使用性质,私户产权性质,到店服务看车方式,5,4982/1911/1412,2923,535-1390,1980,机械增压,6缸,333,440,汽油,95号,混合喷射,前置四驱,电动助力,轻质四连杆式独立悬架,梯形连杆式独立悬架,通风盘式,通风盘式,电子驻车,255/40 R19,255/40 R19,标配,标配,标配,标配,标配,标配
武汉,宝马2系旅行车 2016款 218i 领先型,2016,宝马2系旅行车,5.29万公里,1.5T,自动,26.90万,13.80万,国五,1次过户,非运营使用性质,公户产权性质,到店服务看车方式,16,4342/1800/1600,2670,-,-,涡轮增压,3缸,136,220,汽油,95号,直喷,前置前驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,电子驻车,205/60 R16,205/60 R16,标配,标配,-,标配,标配,选配
武汉,宝马3系 2018款 320Li M运动曜夜版,2018,宝马3系,1.98万公里,2.0T,自动,39.82万,27.80万,国五,2次过户,非运营使用性质,私户产权性质,到店服务看车方式,9,4760/1811/1455,2920,480,-,涡轮增压,4缸,184,270,汽油,95号,直喷,前置后驱,电动助力,双球节弹簧减振支柱前桥,多连杆独立悬架,通风盘式,通风盘式,手刹,225/45 R18,255/40 R18,标配,标配,标配,标配,标配,选配
武汉,宝马3系 2018款 320Li M运动曜夜版,2018,宝马3系,1.98万公里,2.0T,自动,39.82万,27.80万,国五,2次过户,非运营使用性质,私户产权性质,到店服务看车方式,9,4760/1811/1455,2920,480,-,涡轮增压,4缸,184,270,汽油,95号,直喷,前置后驱,电动助力,双球节弹簧减振支柱前桥,多连杆独立悬架,通风盘式,通风盘式,手刹,225/45 R18,255/40 R18,标配,标配,标配,标配,标配,选配
武汉,宝马3系 2018款 320Li M运动曜夜版,2018,宝马3系,1.98万公里,2.0T,自动,39.82万,27.80万,国五,2次过户,非运营使用性质,私户产权性质,到店服务看车方式,9,4760/1811/1455,2920,480,-,涡轮增压,4缸,184,270,汽油,95号,直喷,前置后驱,电动助力,双球节弹簧减振支柱前桥,多连杆独立悬架,通风盘式,通风盘式,手刹,225/45 R18,255/40 R18,标配,标配,标配,标配,标配,选配
武汉,丰田 RAV4 2019款 2.0L CVT两驱风尚X限量版 国V,2019,丰田,3.03万公里,2.0L,自动,21.90万,16.90万,国五,0次过户,非运营使用性质,私户产权性质,到店服务看车方式,18,4690/1895/1690,2660,1142,1540,自然吸气,4缸,151,192,汽油,92号,多点电喷,前置前驱,电动助力,麦弗逊式独立悬架,双叉臂式独立悬架,通风盘式,盘式,手刹,225/65 R17,225/65 R17,标配,标配,标配,标配,标配,标配
武汉,大众 蔚揽(进口) 2016款 280TSI 两驱舒行版(进口),2016,大众,7.21万公里,1.4T,自动,32.54万,15.58万,国四,0次过户,非运营使用性质,私户产权性质,到店服务看车方式,28,4767/1832/1501,2791,650-1780,1477,涡轮增压,4缸,150,250,汽油,95号,直喷,前置前驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,电子驻车,215/55 R17,215/55 R17,标配,标配,-,标配,标配,标配
武汉,日产 奇骏 2017款 2.0L CVT舒适版 2WD,2017,日产,4.4万公里,2.0L,自动,21.36万,15.00万,国五,1次过户,非运营使用性质,私户产权性质,到店服务看车方式,17,4675/1820/1722,2706,700,1470,自然吸气,4缸,150,200,汽油,92号,直喷,前置前驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,通风盘式,脚刹,225/65 R17,225/65 R17,标配,标配,标配,标配,标配,标配
武汉,宝马X3 2018款 xDrive30i 领先型 M运动套装,2018,宝马X3,3.38万公里,2.0T,自动,53.93万,39.98万,国五,1次过户,非运营使用性质,公转私产权性质,到店服务看车方式,10,4717/1891/1689,2864,-,1860,涡轮增压,4缸,252,350,汽油,95号,直喷,前置四驱,电动助力,双球节弹簧减振支柱前桥,多连杆独立悬架,通风盘式,通风盘式,电子驻车,245/50 R19,245/50 R19,标配,标配,标配,标配,标配,标配
昆明,斯柯达 昕锐 2016款 1.6L 自动创行版,2016,斯柯达,5.81万公里,1.6L,自动,11.50万,5.96万,国五,1次过户,非运营使用性质,私户产权性质,到店服务看车方式,9,4501/1706/1469,2603,466,1155,自然吸气,4缸,110,155,汽油,92号,多点电喷,前置前驱,电动助力,麦弗逊式独立悬架,复合扭力梁式非独立悬架,通风盘式,鼓式,手刹,185/60 R15,185/60 R15,标配,选配,选配,标配,标配,-
昆明,斯柯达 昕锐 2016款 1.6L 自动创行版,2016,斯柯达,5.81万公里,1.6L,自动,11.50万,5.96万,国五,1次过户,非运营使用性质,私户产权性质,到店服务看车方式,9,4501/1706/1469,2603,466,1155,自然吸气,4缸,110,155,汽油,92号,多点电喷,前置前驱,电动助力,麦弗逊式独立悬架,复合扭力梁式非独立悬架,通风盘式,鼓式,手刹,185/60 R15,185/60 R15,标配,选配,选配,标配,标配,-
重庆,福特 蒙迪欧 2017款 EcoBoost 180 时尚型,2017,福特,4.05万公里,1.5T,自动,20.93万,11.60万,国五,0次过户,非运营使用性质,私户产权性质,到店服务看车方式,10,4873/1852/1470,2850,516-986,1561,涡轮增压,4缸,181,240,汽油,92号,直喷,前置前驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,电子驻车,235/50 R17,235/50 R17,标配,标配,标配,标配,标配,标配
重庆,福特 蒙迪欧 2017款 EcoBoost 180 时尚型,2017,福特,4.05万公里,1.5T,自动,20.93万,11.60万,国五,0次过户,非运营使用性质,私户产权性质,到店服务看车方式,10,4873/1852/1470,2850,516-986,1561,涡轮增压,4缸,181,240,汽油,92号,直喷,前置前驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,电子驻车,235/50 R17,235/50 R17,标配,标配,标配,标配,标配,标配
济南,大众 速腾 2015款 230TSI 自动舒适型,2015,大众,5.81万公里,1.4T,自动,17.45万,9.50万,国五,1次过户,非运营使用性质,私户产权性质,到店服务看车方式,15,4655/1780/1453,2651,510,1380,涡轮增压,4缸,131,225,汽油,95号,直喷,前置前驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,手刹,205/55 R16,205/55 R16,标配,标配,标配,标配,标配,-
广州,大众 速腾 2014款 改款 1.4TSI 自动豪华型,2014,大众,9.87万公里,1.4T,自动,18.21万,7.80万,国四,0次过户,非运营使用性质,私户产权性质,到店服务看车方式,32,4644/1778/1482,2651,510,1380,涡轮增压,4缸,131,220,汽油,95号,直喷,前置前驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,手刹,205/55 R16,205/55 R16,标配,标配,标配,标配,标配,-
广州,大众 速腾 2014款 改款 1.4TSI 自动豪华型,2014,大众,9.87万公里,1.4T,自动,18.21万,7.80万,国四,0次过户,非运营使用性质,私户产权性质,到店服务看车方式,32,4644/1778/1482,2651,510,1380,涡轮增压,4缸,131,220,汽油,95号,直喷,前置前驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,手刹,205/55 R16,205/55 R16,标配,标配,标配,标配,标配,-
西安,大众POLO 2018款 1.5L 自动安享型,2018,大众POLO,0.92万公里,1.5L,自动,11.06万,7.98万,国五,1次过户,非运营使用性质,私户产权性质,到店服务看车方式,0,3970/1682/1462,2470,250,1110,自然吸气,4缸,110,150,汽油,92号,多点电喷,前置前驱,电动助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,鼓式,手刹,185/60 R15,185/60 R15,标配,标配,标配,标配,标配,-
西安,大众POLO 2018款 1.5L 自动安享型,2018,大众POLO,0.92万公里,1.5L,自动,11.06万,7.98万,国五,1次过户,非运营使用性质,私户产权性质,到店服务看车方式,0,3970/1682/1462,2470,250,1110,自然吸气,4缸,110,150,汽油,92号,多点电喷,前置前驱,电动助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,鼓式,手刹,185/60 R15,185/60 R15,标配,标配,标配,标配,标配,-
西安,大众POLO 2018款 1.5L 自动安享型,2018,大众POLO,0.92万公里,1.5L,自动,11.06万,7.98万,国五,1次过户,非运营使用性质,私户产权性质,到店服务看车方式,0,3970/1682/1462,2470,250,1110,自然吸气,4缸,110,150,汽油,92号,多点电喷,前置前驱,电动助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,鼓式,手刹,185/60 R15,185/60 R15,标配,标配,标配,标配,标配,-
盐城,别克 君威 2015款 2.0L 领先时尚型,2015,别克,8.17万公里,2.0L,自动,19.42万,8.58万,国五,1次过户,非运营使用性质,私户产权性质,到店服务看车方式,17,4843/1856/1484,2737,442,1585,自然吸气,4缸,154,190,汽油,92号,多点电喷,前置前驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,手刹,225/55 R17,225/55 R17,标配,标配,-,标配,标配,-
嘉兴,本田 雅阁 2010款 2.0L EX,2010,本田,14.46万公里,2.0L,自动,22.01万,7.50万,国四,2次过户,非运营使用性质,私户产权性质,到店服务看车方式,25,4945/1845/1480,2800,-,1505,自然吸气,4缸,156,189,汽油,92号,多点电喷,前置前驱,机械液压助力,双横臂式独立悬架,多连杆独立悬架,通风盘式,盘式,手刹,215/60 R16,215/60 R16,标配,-,标配,标配,-,-
宝鸡,福特 福克斯 2013款 两厢经典 1.8L 手动基本型,2013,福特,5.94万公里,1.8L,手动,10.83万,4.88万,国五,0次过户,非运营使用性质,私户产权性质,到店服务看车方式,14,4342/1840/1500,2640,385-1245,1321,自然吸气,4缸,124,161,汽油,92号,多点电喷,前置前驱,电子液压助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,手刹,195/65 R15,195/65 R15,标配,-,-,标配,标配,-
深圳,丰田 YARiS L 致炫 2019款 1.5E CVT魅动版 国VI,2019,丰田,1.78万公里,1.5L,自动,9.31万,7.42万,国六,0次过户,非运营使用性质,私户产权性质,到店服务看车方式,10,4160/1700/1495,2550,326,-,自然吸气,4缸,110,138,汽油,92号,多点电喷,前置前驱,电动助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,鼓式,手刹,185/60 R15,185/60 R15,标配,标配,-,标配,标配,-
嘉兴,奥迪Q5 2018款 典藏版 40 TFSI 技术型,2018,奥迪Q5,2.37万公里,2.0T,自动,45.99万,28.50万,国五,0次过户,非运营使用性质,私户产权性质,到店服务看车方式,0,4629/1898/1655,2807,540,1900,涡轮增压,4缸,230,350,汽油,95号,混合喷射,前置四驱,电动助力,五连杆式独立悬架,梯形连杆式独立悬架,通风盘式,盘式,电子驻车,235/55 R19,235/55 R19,标配,标配,标配,标配,标配,标配
赣州,奔驰B级 2012款 B 200(进口),2012,奔驰B级,7.01万公里,1.6T,自动,34.52万,11.90万,国四,1次过户,非运营使用性质,私户产权性质,到店服务看车方式,20,4359/1786/1541,2699,488-1547,1494,涡轮增压,4缸,156,250,汽油,95号,直喷,前置前驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,电子驻车,225/45 R17,225/45 R17,标配,标配,标配,标配,标配,-
郑州,斯柯达 速派 2013款 1.8TSI 自动名仕版,2013,斯柯达,4.29万公里,1.8T,自动,22.10万,8.58万,国五,0次过户,非运营使用性质,私户产权性质,到店服务看车方式,13,4834/1817/1462,2761,565-1670,1530,涡轮增压,4缸,160,250,汽油,95号,直喷,前置前驱,电动助力,麦弗逊式独立悬架,四连杆独立悬架,通风盘式,盘式,手刹,205/55 R16,205/55 R16,标配,标配,标配,标配,标配,选配
厦门,别克 凯越 2011款 1.6LE-AT,2011,别克,7.63万公里,1.6L,自动,12.80万,3.20万,国四,0次过户,非运营使用性质,私户产权性质,到店服务看车方式,52,4515/1725/1445,2600,405,1260,自然吸气,4缸,110,146,汽油,92号,多点电喷,前置前驱,机械液压助力,麦弗逊式独立悬架,双连杆独立悬架,通风盘式,盘式,手刹,195/55 R15,195/55 R15,标配,-,-,标配,-,-
厦门,别克 凯越 2011款 1.6LE-AT,2011,别克,7.63万公里,1.6L,自动,12.80万,3.20万,国四,0次过户,非运营使用性质,私户产权性质,到店服务看车方式,52,4515/1725/1445,2600,405,1260,自然吸气,4缸,110,146,汽油,92号,多点电喷,前置前驱,机械液压助力,麦弗逊式独立悬架,双连杆独立悬架,通风盘式,盘式,手刹,195/55 R15,195/55 R15,标配,-,-,标配,-,-
